,tweet_text,adj,question,answer_a,answer_b,Prediction_A,Prediction_B,Dif_Scores_A.B
10433,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",rude,How can this statement be described?,rude,not rude,,,
10434,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",mean,How can this statement be described?,mean,not mean,,,
10435,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",secretive,How can this statement be described?,secretive,not secretive,,,
10436,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",bossy,How can this statement be described?,bossy,not bossy,,,
10437,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",sarcastic,How can this statement be described?,sarcastic,not sarcastic,,,
10438,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",irresponsible,How can this statement be described?,irresponsible,not irresponsible,,,
10439,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",lazy,How can this statement be described?,lazy,not lazy,,,
10440,"@user I hereby challenge @user to a public debate about the Twitter bot percentage. 

Let him prove to the public that Twitter has &lt;5% fake or spam daily users!",selfish,How can this statement be described?,selfish,not selfish,,,
10441,@user @user @user So it seems,creative,How can this statement be described?,creative,not creative,,,
10442,@user @user @user So it seems,adventurous,How can this statement be described?,adventurous,not adventurous,,,
10443,@user @user @user So it seems,generous,How can this statement be described?,generous,not generous,,,
10444,@user @user @user So it seems,decisive,How can this statement be described?,decisive,not decisive,,,
10445,@user @user @user So it seems,diplomatic,How can this statement be described?,diplomatic,not diplomatic,,,
10446,@user @user @user So it seems,affectionate,How can this statement be described?,affectionate,not affectionate,,,
10447,@user @user @user So it seems,hardworking,How can this statement be described?,hardworking,not hardworking,,,
10448,@user @user @user So it seems,observant,How can this statement be described?,observant,not observant,,,
10449,@user @user @user So it seems,helpful,How can this statement be described?,helpful,not helpful,,,
10450,@user @user @user So it seems,optimistic,How can this statement be described?,optimistic,not optimistic,,,
10451,@user @user @user So it seems,honest,How can this statement be described?,honest,not honest,,,
10452,@user @user @user So it seems,funny,How can this statement be described?,funny,not funny,,,
10453,@user @user @user So it seems,amusing,How can this statement be described?,amusing,not amusing,,,
10454,@user @user @user So it seems,calm,How can this statement be described?,calm,not calm,,,
10455,@user @user @user So it seems,polite,How can this statement be described?,polite,not polite,,,
10456,@user @user @user So it seems,charismatic,How can this statement be described?,charismatic,not charismatic,,,
10457,@user @user @user So it seems,romantic,How can this statement be described?,romantic,not romantic,,,
10458,@user @user @user So it seems,friendly,How can this statement be described?,friendly,not friendly,,,
10459,@user @user @user So it seems,clever,How can this statement be described?,clever,not clever,,,
10460,@user @user @user So it seems,compassionate,How can this statement be described?,compassionate,not compassionate,,,
10461,@user @user @user So it seems,aggressive,How can this statement be described?,aggressive,not aggressive,,,
10462,@user @user @user So it seems,cynical,How can this statement be described?,cynical,not cynical,,,
10463,@user @user @user So it seems,grumpy,How can this statement be described?,grumpy,not grumpy,,,
10464,@user @user @user So it seems,nervous,How can this statement be described?,nervous,not nervous,,,
10465,@user @user @user So it seems,defensive,How can this statement be described?,defensive,not defensive,,,
10466,@user @user @user So it seems,arrogant,How can this statement be described?,arrogant,not arrogant,,,
10467,@user @user @user So it seems,impulsive,How can this statement be described?,impulsive,not impulsive,,,
10468,@user @user @user So it seems,patronizing,How can this statement be described?,patronizing,not patronizing,,,
10469,@user @user @user So it seems,pessimistic,How can this statement be described?,pessimistic,not pessimistic,,,
10470,@user @user @user So it seems,sullen,How can this statement be described?,sullen,not sullen,,,
10471,@user @user @user So it seems,stubborn,How can this statement be described?,stubborn,not stubborn,,,
10472,@user @user @user So it seems,egotistical,How can this statement be described?,egotistical,not egotistical,,,
10473,@user @user @user So it seems,rude,How can this statement be described?,rude,not rude,,,
10474,@user @user @user So it seems,mean,How can this statement be described?,mean,not mean,,,
10475,@user @user @user So it seems,secretive,How can this statement be described?,secretive,not secretive,,,
10476,@user @user @user So it seems,bossy,How can this statement be described?,bossy,not bossy,,,
10477,@user @user @user So it seems,sarcastic,How can this statement be described?,sarcastic,not sarcastic,,,
10478,@user @user @user So it seems,irresponsible,How can this statement be described?,irresponsible,not irresponsible,,,
10479,@user @user @user So it seems,lazy,How can this statement be described?,lazy,not lazy,,,
10480,@user @user @user So it seems,selfish,How can this statement be described?,selfish,not selfish,,,
10481,"@user @user Good question, why aren’t they?",creative,How can this statement be described?,creative,not creative,,,
10482,"@user @user Good question, why aren’t they?",adventurous,How can this statement be described?,adventurous,not adventurous,,,
10483,"@user @user Good question, why aren’t they?",generous,How can this statement be described?,generous,not generous,,,
10484,"@user @user Good question, why aren’t they?",decisive,How can this statement be described?,decisive,not decisive,,,
10485,"@user @user Good question, why aren’t they?",diplomatic,How can this statement be described?,diplomatic,not diplomatic,,,
10486,"@user @user Good question, why aren’t they?",affectionate,How can this statement be described?,affectionate,not affectionate,,,
10487,"@user @user Good question, why aren’t they?",hardworking,How can this statement be described?,hardworking,not hardworking,,,
